referencia,ano,mes,regiao,gasolina_comum_preco_revenda_avg,gasolina_comum_preco_revenda_min,gasolina_comum_preco_revenda_max,gasolina_aditivada_preco_revenda_avg,gasolina_aditivada_preco_revenda_min,gasolina_aditivada_preco_revenda_max,etanol_hidratado_preco_revenda_avg,etanol_hidratado_preco_revenda_min,etanol_hidratado_preco_revenda_max,oleo_diesel_preco_revenda_avg,oleo_diesel_preco_revenda_min,oleo_diesel_preco_revenda_max,oleo_diesel_s10_preco_revenda_avg,oleo_diesel_s10_preco_revenda_min,oleo_diesel_s10_preco_revenda_max,gas_cozinha_glp_preco_revenda_avg,gas_cozinha_glp_preco_revenda_min,gas_cozinha_glp_preco_revenda_max,gas_natural_veicular_gnv_preco_revenda_avg,gas_natural_veicular_gnv_preco_revenda_min,gas_natural_veicular_gnv_preco_revenda_max
2012-05,2012,05,CENTRO OESTE,2.81,2.488,3.2,,,,2.023,1.69,2.449,2.14,1.88,2.59,,,,42.041,35.0,58.0,1.912,1.79,2.09
2012-05,2012,05,NORDESTE,2.702,2.32,3.253,,,,2.17,1.59,2.99,2.002,1.749,2.44,,,,37.291,26.0,45.0,1.803,1.45,2.369
2012-05,2012,05,NORTE,2.886,2.37,3.49,,,,2.32,2.039,3.12,2.178,1.889,2.79,,,,40.484,29.0,63.0,1.7,1.65,1.75
2012-05,2012,05,SUDESTE,2.72,2.199,3.719,,,,1.906,1.399,2.89,2.015,1.739,2.69,,,,39.232,28.0,53.0,1.573,1.199,2.299
2012-05,2012,05,SUL,2.72,2.349,3.15,,,,2.096,1.69,2.77,2.028,1.83,2.32,,,,39.8,29.5,51.0,1.896,1.19,2.309
2012-06,2012,06,CENTRO OESTE,2.816,2.389,3.26,,,,1.976,1.62,2.698,2.142,1.86,2.57,,,,42.025,36.0,54.0,1.908,1.79,2.09
2012-06,2012,06,NORDESTE,2.687,2.35,3.19,,,,2.172,1.799,2.99,2.0,1.729,2.299,,,,37.228,26.0,46.0,1.804,1.45,2.369
2012-06,2012,06,NORTE,2.885,2.5,3.49,,,,2.319,2.09,3.12,2.178,1.91,2.8,,,,40.472,28.0,62.0,1.85,1.85,1.85
2012-06,2012,06,SUDESTE,2.717,2.199,3.719,,,,1.874,1.399,2.75,2.016,1.786,2.79,,,,39.269,27.9,53.0,1.6,1.249,2.579
2012-06,2012,06,SUL,2.707,2.264,3.15,,,,2.071,1.599,2.759,2.029,1.79,2.519,,,,39.81,30.0,51.0,1.908,1.19,2.49
2012-07,2012,07,CENTRO OESTE,2.821,2.49,3.248,,,,1.954,1.62,2.449,2.179,1.88,2.59,,,,42.026,36.0,58.0,1.937,1.79,2.19
2012-07,2012,07,NORDESTE,2.676,2.25,3.19,,,,2.158,1.779,2.99,2.031,1.739,2.45,,,,37.223,25.6,46.0,1.799,1.45,2.369
2012-07,2012,07,NORTE,2.883,2.53,3.49,,,,2.318,2.09,3.12,2.197,1.91,2.94,,,,40.486,28.0,62.0,1.85,1.85,1.85
2012-07,2012,07,SUDESTE,2.713,2.199,3.739,,,,1.841,1.299,2.75,2.046,1.779,2.599,,,,39.295,28.0,53.0,1.608,1.349,2.579
2012-07,2012,07,SUL,2.714,2.279,3.15,,,,2.046,1.59,2.79,2.063,1.799,2.78,,,,39.849,30.0,51.0,1.944,1.29,2.49
2012-08,2012,08,CENTRO OESTE,2.812,2.49,3.26,,,,1.938,1.62,2.449,2.228,1.89,2.72,,,,42.024,35.99,55.0,1.975,1.79,2.19
2012-08,2012,08,NORDESTE,2.679,2.319,3.19,,,,2.158,1.75,2.89,2.091,1.797,2.399,,,,37.096,26.0,46.0,1.799,1.45,2.369
2012-08,2012,08,NORTE,2.881,2.449,3.5,,,,2.317,2.039,3.12,2.234,1.95,2.95,,,,40.497,28.0,62.0,1.85,1.85,1.85
2012-08,2012,08,SUDESTE,2.709,2.199,3.739,,,,1.819,1.289,2.749,2.103,1.799,2.499,,,,39.282,26.0,53.0,1.612,1.279,2.399
2012-08,2012,08,SUL,2.706,2.235,3.15,,,,2.023,1.559,2.77,2.126,1.859,2.499,,,,39.857,30.0,51.0,1.954,1.499,2.49
2012-09,2012,09,CENTRO OESTE,2.813,2.47,3.18,,,,1.925,1.59,2.449,2.232,1.89,2.67,,,,41.988,35.99,54.0,1.954,1.764,2.19
2012-09,2012,09,NORDESTE,2.678,2.319,3.19,,,,2.156,1.73,2.89,2.093,1.79,2.559,,,,37.329,26.0,50.0,1.797,1.45,2.369
2012-09,2012,09,NORTE,2.881,2.49,3.49,,,,2.313,1.96,3.12,2.238,1.95,2.95,,,,40.5,28.0,62.0,1.85,1.85,1.85
2012-09,2012,09,SUDESTE,2.709,2.249,3.769,,,,1.82,1.289,2.749,2.109,1.799,2.599,,,,39.532,28.0,53.0,1.618,1.349,2.399
2012-09,2012,09,SUL,2.699,2.29,3.15,,,,2.013,1.59,2.77,2.13,1.849,2.549,,,,40.084,30.0,51.0,1.949,1.499,2.339
2012-10,2012,10,CENTRO OESTE,2.812,2.47,3.18,,,,1.908,1.55,2.488,2.244,1.98,2.67,,,,42.013,35.99,54.0,1.974,1.79,2.199
2012-10,2012,10,NORDESTE,2.716,2.329,3.2,,,,2.177,1.75,2.72,2.098,1.799,2.5,,,,37.704,26.0,50.0,1.804,1.45,2.369
2012-10,2012,10,NORTE,2.886,2.53,3.5,,,,2.302,1.99,3.12,2.267,1.97,2.95,,,,40.496,28.0,62.0,1.85,1.85,1.85
2012-10,2012,10,SUDESTE,2.711,2.189,3.799,,,,1.82,1.299,2.799,2.116,1.839,2.599,,,,39.725,27.96,53.0,1.621,1.349,2.399
2012-10,2012,10,SUL,2.699,2.29,3.15,,,,2.01,1.53,2.77,2.133,1.898,2.549,,,,40.432,30.0,52.0,1.93,1.399,2.339
2012-11,2012,11,CENTRO OESTE,2.805,2.459,3.18,,,,1.898,1.55,2.449,2.249,1.99,2.67,,,,42.127,36.0,59.0,1.971,1.79,2.19
2012-11,2012,11,NORDESTE,2.743,2.37,3.149,,,,2.182,1.84,2.72,2.103,1.87,2.4,,,,37.874,26.0,50.0,1.806,1.45,2.369
2012-11,2012,11,NORTE,2.891,2.53,3.5,,,,2.298,1.99,3.12,2.271,1.97,2.95,,,,40.707,28.0,62.0,1.85,1.85,1.85
2012-11,2012,11,SUDESTE,2.713,2.229,3.799,,,,1.825,1.299,2.749,2.118,1.8,2.599,,,,40.287,27.99,60.0,1.621,1.349,2.399
2012-11,2012,11,SUL,2.76,2.35,3.15,,,,2.054,1.559,2.779,2.136,1.899,2.44,,,,40.628,30.0,52.0,1.931,1.319,2.339
2012-12,2012,12,CENTRO OESTE,2.816,2.49,3.19,,,,1.949,1.59,2.449,2.253,1.99,2.67,,,,42.188,35.0,59.0,1.967,1.89,2.19
2012-12,2012,12,NORDESTE,2.735,2.39,3.149,,,,2.185,1.84,2.72,2.105,1.889,2.459,,,,38.009,26.0,50.0,1.805,1.45,2.369
2012-12,2012,12,NORTE,2.894,2.53,3.5,,,,2.304,1.99,3.12,2.277,1.99,2.95,,,,40.897,30.0,62.0,1.917,1.85,1.95
2012-12,2012,12,SUDESTE,2.722,2.269,3.799,,,,1.872,1.459,2.789,2.122,1.869,2.499,,,,40.546,28.9,53.0,1.653,1.359,2.599
2012-12,2012,12,SUL,2.774,2.35,3.15,,,,2.076,1.599,2.799,2.137,1.899,2.47,,,,40.646,30.0,50.0,1.936,1.399,2.339
2013-01,2013,01,CENTRO OESTE,2.834,2.559,3.23,,,,2.005,1.497,2.449,2.257,1.99,2.67,2.398,2.039,2.95,42.185,34.0,59.0,1.974,1.79,2.19
2013-01,2013,01,NORDESTE,2.746,2.4,3.19,,,,2.208,1.84,2.72,2.111,1.89,2.399,2.182,2.039,2.529,38.105,26.0,50.0,1.813,1.45,2.369
2013-01,2013,01,NORTE,2.898,2.53,3.58,,,,2.323,1.99,3.12,2.285,1.99,2.95,2.315,2.09,2.75,41.439,30.0,62.0,1.95,1.95,1.95
2013-01,2013,01,SUDESTE,2.732,2.229,3.899,,,,1.889,1.479,2.79,2.126,1.869,2.724,2.243,1.99,2.6,40.479,28.0,53.0,1.658,1.379,2.599
2013-01,2013,01,SUL,2.777,2.35,3.279,,,,2.085,1.73,2.77,2.141,1.869,2.66,2.236,2.019,2.53,40.765,30.0,50.0,1.944,1.399,2.339
2013-02,2013,02,CENTRO OESTE,2.972,2.59,3.35,,,,2.046,1.65,2.599,2.363,2.05,2.78,2.52,2.29,3.05,42.274,36.0,59.0,1.969,1.89,2.19
2013-02,2013,02,NORDESTE,2.885,2.52,3.349,,,,2.272,1.92,2.999,2.219,1.959,2.59,2.281,2.06,2.599,38.683,26.0,50.0,1.824,1.49,2.369
2013-02,2013,02,NORTE,3.012,2.53,3.58,,,,2.368,1.999,3.15,2.38,2.09,2.98,2.395,2.099,3.02,42.247,32.0,62.0,1.95,1.95,1.95
2013-02,2013,02,SUDESTE,2.846,2.39,3.899,,,,1.932,1.48,2.79,2.221,1.949,2.72,2.338,2.099,2.799,40.444,28.9,53.0,1.663,1.399,2.599
2013-02,2013,02,SUL,2.912,2.449,3.49,,,,2.123,1.789,2.96,2.225,1.95,2.82,2.323,2.059,2.71,41.304,30.0,50.0,1.943,1.499,2.339
2013-03,2013,03,CENTRO OESTE,2.976,2.699,3.41,,,,2.07,1.75,2.699,2.409,2.09,2.95,2.569,2.29,3.05,42.417,36.0,59.0,1.977,1.89,2.19
2013-03,2013,03,NORDESTE,2.876,2.49,3.349,,,,2.3,1.94,2.999,2.265,1.98,2.649,2.325,2.12,2.8,38.731,26.0,50.0,1.829,1.59,2.369
2013-03,2013,03,NORTE,3.012,2.53,3.58,,,,2.394,1.999,3.15,2.412,2.09,2.99,2.427,2.169,3.02,42.688,35.0,62.0,1.95,1.95,1.95
2013-03,2013,03,SUDESTE,2.849,2.44,3.939,,,,2.0,1.58,2.86,2.273,1.949,2.599,2.407,2.029,2.799,40.481,26.0,54.0,1.668,1.399,2.599
2013-03,2013,03,SUL,2.903,2.509,3.49,,,,2.176,1.789,2.96,2.281,1.949,2.805,2.38,2.059,2.81,41.521,29.9,50.0,1.954,1.49,2.339
2013-04,2013,04,CENTRO OESTE,2.968,2.67,3.41,,,,2.065,1.69,2.699,2.443,2.139,2.95,2.619,2.31,3.05,43.506,36.0,59.0,1.978,1.899,2.19
2013-04,2013,04,NORDESTE,2.866,2.49,3.349,,,,2.32,1.94,2.799,2.296,1.98,2.649,2.353,2.15,2.8,38.974,27.0,52.0,1.844,1.59,2.409
2013-04,2013,04,NORTE,3.011,2.719,3.64,,,,2.446,2.09,3.16,2.443,2.12,3.02,2.477,2.23,3.1,43.254,34.0,62.0,1.95,1.95,1.95
2013-04,2013,04,SUDESTE,2.846,2.39,3.939,,,,2.005,1.58,2.999,2.303,1.899,2.799,2.445,2.179,2.899,40.667,27.9,53.0,1.672,1.399,2.599
2013-04,2013,04,SUL,2.869,2.477,3.24,,,,2.174,1.839,2.898,2.31,1.949,2.63,2.436,2.199,2.81,41.241,29.9,50.0,1.959,1.49,2.339
2013-05,2013,05,CENTRO OESTE,2.956,2.659,3.41,,,,2.04,1.659,2.628,2.445,2.139,2.97,2.62,2.31,3.05,44.158,36.0,59.0,1.976,1.79,2.19
2013-05,2013,05,NORDESTE,2.852,2.489,3.349,,,,2.329,1.94,2.79,2.298,1.98,2.649,2.359,2.19,2.95,39.041,27.0,52.0,1.826,1.59,2.409
2013-05,2013,05,NORTE,3.012,2.58,3.64,,,,2.474,2.09,3.16,2.449,2.15,3.06,2.482,2.28,3.1,43.618,34.0,62.0,1.95,1.95,1.95
2013-05,2013,05,SUDESTE,2.834,2.329,3.929,,,,1.962,1.389,2.93,2.305,1.969,2.799,2.448,2.169,2.899,40.837,28.0,53.0,1.674,1.379,2.599
2013-05,2013,05,SUL,2.843,2.459,3.43,,,,2.136,1.699,2.89,2.306,1.988,2.638,2.437,2.049,2.81,41.116,29.9,50.0,1.953,1.699,2.339
2013-06,2013,06,CENTRO OESTE,2.953,2.59,3.41,,,,1.999,1.58,2.628,2.445,2.139,2.9,2.623,2.429,3.05,44.194,35.0,59.0,1.986,1.949,2.19
2013-06,2013,06,NORDESTE,2.858,2.4,3.39,,,,2.329,1.94,2.699,2.302,2.1,2.77,2.365,2.14,2.8,39.073,27.0,52.0,1.815,1.35,2.409
2013-06,2013,06,NORTE,3.012,2.53,3.64,,,,2.467,1.999,3.16,2.452,2.15,3.06,2.489,2.28,3.1,43.737,35.0,62.0,1.95,1.95,1.95
2013-06,2013,06,SUDESTE,2.817,2.309,3.699,,,,1.861,1.29,2.999,2.304,1.95,2.599,2.447,2.199,2.779,40.824,28.9,53.0,1.7,1.379,2.799
2013-06,2013,06,SUL,2.812,2.379,3.28,,,,2.027,1.629,2.89,2.305,1.949,2.679,2.437,2.149,2.81,41.101,29.9,50.0,1.951,1.599,2.339
2013-07,2013,07,CENTRO OESTE,2.945,2.629,3.41,,,,1.972,1.679,2.628,2.446,2.139,2.9,2.627,2.42,3.05,44.259,34.0,59.0,1.983,1.49,2.19
2013-07,2013,07,NORDESTE,2.845,2.439,3.39,,,,2.324,1.99,2.699,2.299,2.08,2.649,2.366,2.16,2.8,39.081,27.0,58.0,1.818,1.59,2.409
2013-07,2013,07,NORTE,3.015,2.53,3.64,,,,2.45,1.999,3.12,2.453,2.16,3.06,2.497,2.28,3.1,43.871,35.0,62.0,1.95,1.95,1.95
2013-07,2013,07,SUDESTE,2.803,2.309,3.699,,,,1.832,1.29,2.82,2.303,1.969,2.699,2.442,2.189,2.779,40.773,28.9,53.0,1.713,1.379,2.799
2013-07,2013,07,SUL,2.814,2.255,3.3,,,,2.009,1.619,3.02,2.306,1.989,2.638,2.444,2.029,2.81,41.099,29.9,50.0,1.945,1.599,2.339
2013-08,2013,08,CENTRO OESTE,2.941,2.59,3.33,,,,1.965,1.63,2.599,2.449,2.139,2.9,2.632,2.429,2.95,44.252,34.0,58.0,1.986,1.49,2.19
2013-08,2013,08,NORDESTE,2.842,2.469,3.39,,,,2.317,1.88,2.699,2.299,2.049,2.766,2.366,2.19,2.8,39.092,27.0,52.0,1.82,1.58,2.409
2013-08,2013,08,NORTE,3.012,2.53,3.64,,,,2.441,1.999,3.12,2.451,2.15,3.06,2.493,2.239,3.15,43.99,35.0,62.0,1.925,1.85,1.95
2013-08,2013,08,SUDESTE,2.795,2.349,3.699,,,,1.812,1.259,2.799,2.302,2.02,2.799,2.441,2.179,2.899,40.885,28.9,53.0,1.698,1.399,2.799
2013-08,2013,08,SUL,2.821,2.469,3.25,,,,2.005,1.629,3.02,2.3,1.989,2.638,2.44,2.199,2.81,41.193,30.0,50.0,1.941,1.599,2.339
2013-09,2013,09,CENTRO OESTE,2.945,2.56,3.33,,,,1.97,1.599,2.589,2.449,2.139,2.9,2.631,2.29,2.95,44.054,33.0,60.0,2.053,1.959,2.19
2013-09,2013,09,NORDESTE,2.84,2.449,3.39,,,,2.305,1.88,2.699,2.299,2.031,2.649,2.363,2.199,2.8,40.021,26.0,55.0,1.814,1.51,2.409
2013-09,2013,09,NORTE,3.01,2.53,3.64,,,,2.435,1.99,2.999,2.455,2.16,3.06,2.508,2.299,3.15,44.258,35.0,62.0,1.95,1.95,1.95
2013-09,2013,09,SUDESTE,2.793,2.37,3.699,,,,1.806,1.279,2.99,2.3,2.009,2.699,2.441,2.229,2.789,41.507,28.9,57.0,1.686,1.399,2.699
2013-09,2013,09,SUL,2.821,2.429,3.49,,,,1.984,1.629,3.02,2.301,1.989,2.638,2.441,2.176,2.83,41.466,30.0,55.0,1.993,1.699,2.485
2013-10,2013,10,CENTRO OESTE,2.973,2.69,3.33,,,,2.009,1.679,2.549,2.451,2.139,2.9,2.631,2.29,2.95,44.498,35.0,62.0,2.063,1.91,2.19
2013-10,2013,10,NORDESTE,2.804,2.39,3.39,,,,2.274,1.88,2.699,2.298,1.99,2.649,2.361,1.938,2.8,40.749,26.0,52.0,1.815,1.619,2.409
2013-10,2013,10,NORTE,3.007,2.71,3.64,,,,2.426,1.99,2.999,2.457,2.16,3.06,2.505,2.299,3.15,44.764,35.0,62.0,1.875,1.65,1.95
2013-10,2013,10,SUDESTE,2.796,2.35,3.699,,,,1.83,1.396,2.799,2.302,2.029,2.799,2.44,2.13,2.899,42.131,28.9,55.0,1.685,1.389,2.699
2013-10,2013,10,SUL,2.83,2.41,3.45,,,,2.004,1.599,2.9,2.302,1.949,2.68,2.439,2.13,2.81,41.76,31.0,55.0,2.008,1.699,2.309
2013-11,2013,11,CENTRO OESTE,2.975,2.698,3.33,,,,2.012,1.69,2.48,2.448,2.139,2.9,2.628,2.419,2.95,44.721,34.9,62.0,2.06,1.97,2.19
2013-11,2013,11,NORDESTE,2.805,2.377,3.39,,,,2.27,1.85,2.699,2.297,2.039,2.649,2.359,2.139,2.8,40.965,28.0,52.0,1.815,1.63,2.409
2013-11,2013,11,NORTE,3.006,2.53,3.64,,,,2.42,2.059,2.999,2.457,2.16,3.06,2.507,2.249,3.1,44.929,35.0,62.0,2.035,2.01,2.06
2013-11,2013,11,SUDESTE,2.799,2.33,3.99,,,,1.847,1.379,2.799,2.302,1.99,2.799,2.44,2.179,3.067,42.415,28.9,58.0,1.684,1.389,2.699
2013-11,2013,11,SUL,2.861,2.49,3.25,,,,2.061,1.629,2.9,2.301,1.989,2.67,2.441,2.026,2.81,41.824,32.0,56.0,2.024,1.699,2.499
2013-12,2013,12,CENTRO OESTE,3.074,2.789,3.389,,,,2.143,1.69,2.499,2.592,2.29,2.99,2.763,2.499,3.11,44.841,35.0,60.0,2.074,1.97,2.25
2013-12,2013,12,NORDESTE,2.928,2.529,3.559,,,,2.311,1.89,2.799,2.415,2.1,2.859,2.495,2.239,3.099,41.09,27.0,52.0,1.818,1.63,2.409
2013-12,2013,12,NORTE,3.087,2.75,3.77,,,,2.449,1.999,3.028,2.592,2.19,3.27,2.638,2.269,3.39,45.043,38.0,62.0,2.035,2.01,2.06
2013-12,2013,12,SUDESTE,2.9,2.419,4.079,,,,1.944,1.579,2.8,2.435,2.049,2.899,2.587,2.159,2.999,42.511,29.99,56.0,1.693,1.349,2.89
2013-12,2013,12,SUL,2.971,2.5,3.5,,,,2.122,1.629,2.9,2.446,2.036,2.9,2.581,2.29,2.975,41.929,31.0,55.0,2.121,1.699,2.489
2014-01,2014,01,CENTRO OESTE,3.088,2.87,3.5,,,,2.175,1.85,2.59,2.613,2.32,2.99,2.777,2.52,3.15,44.705,36.0,60.0,2.065,1.79,2.25
2014-01,2014,01,NORDESTE,2.934,2.549,3.559,,,,2.328,1.95,2.799,2.439,2.146,2.859,2.514,2.279,3.099,41.115,27.0,53.0,1.817,1.63,2.409
2014-01,2014,01,NORTE,3.095,2.75,3.99,,,,2.461,2.02,3.02,2.613,2.19,3.31,2.662,2.33,3.39,45.141,35.0,65.0,2.028,2.0,2.06
2014-01,2014,01,SUDESTE,2.911,2.528,4.099,,,,1.968,1.555,2.899,2.452,2.13,2.949,2.607,2.245,3.049,42.612,29.99,56.0,1.714,1.339,2.899
2014-01,2014,01,SUL,2.981,2.659,3.419,,,,2.157,1.74,2.9,2.464,2.099,2.8,2.61,2.329,2.999,41.858,29.9,55.0,2.142,1.799,2.48
2014-02,2014,02,CENTRO OESTE,3.085,2.79,3.4,,,,2.181,1.89,2.6,2.62,2.32,3.09,2.784,2.549,3.19,44.875,36.0,60.0,2.073,1.97,2.25
2014-02,2014,02,NORDESTE,2.936,2.549,3.559,,,,2.328,1.99,2.939,2.445,2.15,2.859,2.522,2.25,3.099,41.401,28.0,53.0,1.83,1.63,2.409
2014-02,2014,02,NORTE,3.105,2.75,3.8,,,,2.486,2.09,3.15,2.629,2.19,3.31,2.669,2.41,3.39,45.399,36.0,65.0,2.035,2.01,2.06
2014-02,2014,02,SUDESTE,2.911,2.499,4.159,,,,2.003,1.599,2.99,2.456,2.187,2.948,2.612,2.289,2.999,42.693,29.99,56.0,1.716,1.399,2.899
2014-02,2014,02,SUL,2.974,2.549,3.419,,,,2.176,1.799,2.99,2.47,2.149,2.8,2.609,2.299,2.985,41.812,29.99,55.0,2.139,1.799,2.59
2014-03,2014,03,CENTRO OESTE,3.106,2.89,3.495,,,,2.254,1.89,2.699,2.631,2.35,3.09,2.802,2.549,3.15,44.927,34.5,60.0,2.074,1.989,2.25
2014-03,2014,03,NORDESTE,2.944,2.549,3.599,,,,2.349,2.059,2.89,2.451,2.149,2.859,2.523,2.299,3.099,41.336,28.0,57.0,1.846,1.669,2.409
2014-03,2014,03,NORTE,3.12,2.58,3.8,,,,2.532,2.15,3.15,2.644,2.16,3.31,2.659,2.42,3.39,45.665,38.0,70.0,2.043,2.01,2.06
2014-03,2014,03,SUDESTE,2.949,2.499,4.159,,,,2.113,1.769,2.999,2.461,2.145,2.948,2.621,2.253,2.99,42.714,28.0,56.0,1.72,1.399,2.899
2014-03,2014,03,SUL,2.982,2.549,3.399,,,,2.251,1.929,3.05,2.471,2.249,2.8,2.613,2.309,2.985,41.827,29.99,55.0,2.164,1.799,2.629
2014-04,2014,04,CENTRO OESTE,3.13,2.877,3.495,,,,2.312,1.97,2.699,2.636,2.36,3.09,2.806,2.469,3.15,45.247,38.0,62.0,2.075,1.989,2.25
2014-04,2014,04,NORDESTE,2.96,2.494,3.559,,,,2.43,2.09,2.95,2.457,2.199,2.859,2.532,2.299,3.099,41.21,29.0,60.0,1.879,1.65,2.409
2014-04,2014,04,NORTE,3.123,2.849,3.82,,,,2.577,2.15,3.17,2.648,2.29,3.31,2.662,2.42,3.39,45.823,38.0,65.0,2.103,2.09,2.13
2014-04,2014,04,SUDESTE,2.955,2.49,4.159,,,,2.105,1.499,2.999,2.466,2.12,2.949,2.627,2.299,2.999,42.734,29.99,56.0,1.729,1.399,2.899
2014-04,2014,04,SUL,2.982,2.69,3.35,,,,2.265,1.899,3.05,2.473,2.19,2.87,2.615,2.369,2.985,42.005,29.0,55.0,2.178,1.899,2.629
2014-05,2014,05,CENTRO OESTE,3.118,2.699,3.4,,,,2.269,1.949,2.69,2.635,2.36,3.09,2.805,2.58,3.15,45.511,38.0,62.0,2.152,1.989,2.299
2014-05,2014,05,NORDESTE,2.951,2.56,3.559,,,,2.455,1.99,2.95,2.459,2.19,2.859,2.533,2.34,3.099,41.102,30.0,58.0,1.904,1.65,2.33
2014-05,2014,05,NORTE,3.125,2.83,3.82,,,,2.594,2.199,3.17,2.653,2.299,3.31,2.676,2.42,3.39,46.029,38.0,65.0,2.087,2.04,2.13
2014-05,2014,05,SUDESTE,2.947,2.1,4.159,,,,2.05,1.51,3.0,2.463,2.15,2.948,2.627,2.279,2.999,42.672,29.9,56.0,1.73,1.399,2.699
2014-05,2014,05,SUL,2.964,2.59,3.35,,,,2.227,1.859,3.05,2.47,2.19,2.8,2.614,2.36,2.985,42.099,30.0,55.0,2.183,1.899,2.629
2014-06,2014,06,CENTRO OESTE,3.107,2.759,3.4,,,,2.205,1.69,2.665,2.634,2.36,3.09,2.805,2.549,3.15,45.569,38.0,65.0,2.181,2.099,2.299
2014-06,2014,06,NORDESTE,2.955,2.55,3.559,,,,2.447,1.95,2.95,2.46,2.218,2.859,2.539,2.34,3.099,41.117,30.0,58.0,1.925,1.69,2.29
2014-06,2014,06,NORTE,3.138,2.8,3.82,,,,2.599,2.179,3.17,2.656,2.31,3.31,2.682,2.42,3.4,46.216,38.0,65.0,2.117,2.09,2.13
2014-06,2014,06,SUDESTE,2.933,2.499,4.159,,,,1.979,1.549,3.0,2.461,2.149,2.948,2.625,2.299,2.999,42.692,29.9,56.0,1.749,1.399,2.699
2014-06,2014,06,SUL,2.931,2.569,3.297,,,,2.16,1.769,3.05,2.468,2.229,2.8,2.612,2.36,2.992,42.085,30.0,55.0,2.182,1.899,2.629
2014-07,2014,07,CENTRO OESTE,3.087,2.73,3.397,,,,2.126,1.69,2.66,2.632,2.33,3.069,2.805,2.499,3.15,45.546,38.0,65.0,2.183,2.099,2.299
2014-07,2014,07,NORDESTE,2.933,2.488,3.559,,,,2.415,1.95,2.95,2.46,2.21,2.87,2.543,2.329,3.099,41.038,28.0,58.0,1.928,1.69,2.29
2014-07,2014,07,NORTE,3.15,2.65,3.82,,,,2.595,2.159,3.2,2.655,2.299,3.31,2.68,2.42,3.4,46.19,38.0,65.0,2.11,2.09,2.13
2014-07,2014,07,SUDESTE,2.93,2.499,4.169,,,,1.959,1.559,3.0,2.461,2.15,2.949,2.624,2.299,2.999,42.677,28.99,55.0,1.764,1.399,2.799
2014-07,2014,07,SUL,2.914,2.529,3.326,,,,2.118,1.769,3.05,2.464,2.249,2.979,2.612,2.36,2.985,42.043,30.0,55.0,2.157,1.799,2.629
2014-08,2014,08,CENTRO OESTE,3.096,2.699,3.4,,,,2.104,1.64,2.66,2.637,2.33,3.11,2.811,2.499,3.15,45.537,36.0,60.0,2.185,1.989,2.4
2014-08,2014,08,NORDESTE,2.928,2.488,3.559,,,,2.402,1.9,2.999,2.451,2.21,2.87,2.562,2.216,3.099,41.125,28.0,58.0,1.934,1.55,2.29
2014-08,2014,08,NORTE,3.156,2.779,3.82,,,,2.593,2.159,3.2,2.656,2.299,3.31,2.727,2.399,3.4,46.309,38.0,65.0,2.11,2.09,2.13
2014-08,2014,08,SUDESTE,2.929,2.499,4.169,,,,1.952,1.559,2.99,2.462,2.15,2.999,2.627,2.349,2.999,42.584,28.99,55.0,1.839,1.557,2.38
2014-08,2014,08,SUL,2.933,2.53,3.297,,,,2.121,1.759,3.05,2.464,2.258,2.879,2.616,2.359,2.999,42.005,30.0,55.0,2.094,1.799,2.64
2014-09,2014,09,CENTRO OESTE,3.065,2.633,3.4,,,,2.033,1.639,2.599,2.637,2.33,3.069,2.818,2.499,3.2,46.237,33.0,67.0,2.209,1.989,2.45
2014-09,2014,09,NORDESTE,2.977,2.56,3.559,,,,2.461,1.99,2.95,2.447,2.209,2.89,2.574,2.32,3.099,42.853,28.0,58.0,1.945,1.69,2.29
2014-09,2014,09,NORTE,3.157,2.759,3.82,,,,2.59,2.099,3.2,2.667,2.27,3.31,2.744,2.399,3.4,46.981,38.0,69.0,2.117,2.09,2.13
2014-09,2014,09,SUDESTE,2.925,2.499,4.169,,,,1.946,1.499,2.999,2.463,2.19,2.899,2.623,2.199,2.999,43.463,29.99,60.0,1.794,1.399,2.799
2014-09,2014,09,SUL,2.927,2.539,3.326,,,,2.066,1.749,3.05,2.463,2.25,2.9,2.623,2.36,2.999,42.906,30.0,58.0,2.102,1.799,2.64
2014-10,2014,10,CENTRO OESTE,3.08,2.67,3.4,,,,2.068,1.67,2.599,2.632,2.33,3.069,2.818,2.499,3.15,46.592,36.0,67.0,2.227,2.149,2.49
2014-10,2014,10,NORDESTE,2.975,2.589,3.559,,,,2.469,1.99,2.98,2.448,2.209,2.859,2.573,2.359,3.099,43.864,29.0,60.0,1.955,1.69,2.29
2014-10,2014,10,NORTE,3.157,2.8,3.83,,,,2.588,2.09,3.17,2.667,2.299,3.31,2.749,2.45,3.4,47.662,38.0,69.0,2.117,2.09,2.13
2014-10,2014,10,SUDESTE,2.918,2.45,4.159,,,,1.934,1.47,3.11,2.462,2.19,2.9,2.623,2.329,2.999,44.127,30.0,60.0,1.795,1.379,2.799
2014-10,2014,10,SUL,2.925,2.539,3.297,,,,2.051,1.699,3.05,2.463,2.2,2.89,2.623,2.36,2.985,43.624,33.0,58.0,2.098,1.799,2.64
2014-11,2014,11,CENTRO OESTE,3.137,2.729,3.42,,,,2.113,1.739,2.599,2.691,2.33,3.149,2.877,2.499,3.3,46.745,36.0,67.0,2.226,2.099,2.49
2014-11,2014,11,NORDESTE,3.043,2.629,3.59,,,,2.478,1.999,2.99,2.519,2.209,2.95,2.67,2.359,3.179,44.024,30.0,58.0,1.96,1.4,2.29
